employee_id;sex;region;age;head_employee_id;exp_days;edu_degree;department_id;work_online_flg
0f840be9-b8db-4d3f-bd5b-a2ce59211f55;M;4;36;c81e728d-9d4c-2f63-6f06-7f89cc14862c;734;0;2;1
ac1dd209-cbcc-5e5d-1c6e-28598e8cbbe8;M;4;32;93db85ed-909c-1383-8ff9-5ccfa94cebd9;654;0;2;1
a8c88a00-55f6-36e4-a163-a5e3d16adab7;F;5;34;9a115815-4dfa-42ca-ddbd-0694a4e9bdc8;276;1;2;1
c91591a8-d461-c286-9b9f-535ded3e213e;F;4;33;9f61408e-3afb-633e-50cd-f1b20de6f466;50;2;0;1
bc731692-9fe1-545b-f0b9-8d114ee3ecb8;M;0;33;a97da629-b098-b75c-294d-ffdc3e463904;274;1;2;1
074177d3-eb63-71e3-2c16-c55a3b8f706b;F;4;36;3416a75f-4cea-9109-507c-acd8e2f2aefc;131;0;2;1
aab32389-22bc-c25a-6f60-6eb525ffdc56;F;0;38;ea5d2f1c-4608-232e-07d3-aa3d998e5135;721;1;1;1
e836d813-fd18-4325-132f-ca8edcdfb40e;M;1;29;92cc2275-32d1-7e56-e079-02b254dfad10;102;2;2;1
feab05aa-9108-5b7a-8012-516bc3533958;M;6;27;c7e1249f-fc03-eb9d-ed90-8c236bd1996d;870;2;2;0
cb79f8fa-58b9-1d3a-f6c9-c991f63962d3;M;4;28;2723d092-b638-85e0-d7c2-60cc007e8b9d;1306;2;0;1
8597a6cf-a74d-efcb-de30-47c891d78f90;M;0;28;a1d0c6e8-3f02-7327-d846-1063f4ac58a6;145;2;0;0
248e8443-3679-7ec9-8478-f85e7626de4a;F;4;35;f0935e4c-d592-0aa6-c7c9-96a5ee53a70f;353;2;2;1
05192834-1be6-7dcb-a03f-0e04104d9047;F;3;28;7f6ffaa6-bb0b-4080-17b6-2254211691b5;448;2;2;1
a34bacf8-39b9-2377-0b2c-360eefa26748;F;4;48;fe9fc289-c3ff-0af1-42b6-d3bead98a923;304;1;0;1
4b86abe4-8d35-8ecf-194c-56c69108433e;M;6;27;1ff1de77-4005-f8da-13f4-2943881c655f;1042;2;2;0
8232e119-d8f5-9aa8-3050-a741631803a6;M;0;35;ed3d2c21-991e-3bef-5e06-9713af9fa6ca;259;1;0;1
5eac43ac-eba4-2c87-57b5-4003a58277b5;M;4;24;c51ce410-c124-a10e-0db5-e4b97fc2af39;99;1;1;0
7cce53cf-9057-7442-7717-20a370c3c723;M;6;29;07e1cd7d-ca89-a167-8042-477183b7ac3f;391;2;2;0
2647c1db-a23b-c0e0-f9cd-f75339e120d2;F;4;34;1f0e3dad-9990-8345-f743-9f8ffabdffc4;619;1;1;1
7437d136-770f-5b35-194c-b46c1653efaa;M;5;35;6f4922f4-5568-161a-8cdf-4ad2299f6d23;283;2;2;0
c3395dd4-6c34-fa7f-d8d7-29d8cf88b7a8;M;4;35;c16a5320-fa47-5530-d958-3c34fd356ef5;420;1;1;1
076023ed-c918-7cf1-ac1f-1163470e479a;M;3;28;68d30a95-9472-8bc3-9aa2-4be94b319d21;827;2;1;0
cda72177-eba3-60ff-16b7-f836e2754370;F;4;37;a0a080f4-2e6f-13b3-a2df-133f073095dd;117;1;1;0
ec895663-7a99-787b-d197-eacd77acce5e;M;1;32;1f0e3dad-9990-8345-f743-9f8ffabdffc4;814;2;1;0
5e76bef6-e019-b254-1ff5-3db39f407a98;M;4;37;c74d97b0-1eae-257e-44aa-9d5bade97baf;82;1;1;0
0004d0b5-9e19-461f-f126-e3a08a814c33;M;0;28;17e62166-fc85-86df-a4d1-bc0e1742c08b;140;2;2;0
8f1d4362-0bc6-bb58-0df6-e80b0dc05c48;F;0;39;9778d5d2-19c5-080b-9a6a-17bef029331c;185;2;1;1
c4ca4238-a0b9-2382-0dcc-509a6f75849b;F;7;26;d645920e-395f-edad-7bbb-ed0eca3fe2e0;130;2;1;1
dea9ddb2-5cbf-2352-cf4d-ec30222a02a5;M;7;27;d82c8d16-19ad-8176-d665-453cfb2e55f0;189;1;2;1
059fdcd9-6bae-b751-12f0-9fa1dcc740cc;M;4;37;642e92ef-b794-2173-4881-b53e1e1b18b6;1298;2;2;1
7bcdf75a-d237-b8e0-2e30-1f4091fb6bc8;M;2;36;14bfa6bb-1487-5e45-bba0-28a21ed38046;57;2;2;1
962e56a8-a0b0-420d-8727-2a682bfd1e53;F;7;25;07e1cd7d-ca89-a167-8042-477183b7ac3f;478;1;2;0
fe70c368-66ad-d157-2a8e-2b96bfede7bf;M;4;41;c51ce410-c124-a10e-0db5-e4b97fc2af39;641;2;1;0
936a40b7-e8ee-a0dc-537e-5f2edee1387a;F;2;45;93db85ed-909c-1383-8ff9-5ccfa94cebd9;648;1;2;1
07cb5f86-508f-1467-74a2-fac4373a8e50;F;0;43;c20ad4d7-6fe9-7759-aa27-a0c99bff6710;403;2;2;0
0a1bf96b-7165-e962-e90c-b14648c9462d;M;6;29;8f14e45f-ceea-167a-5a36-dedd4bea2543;115;2;2;1
b2dd1403-36c9-df86-7c08-7a29b2e66034;F;0;24;93db85ed-909c-1383-8ff9-5ccfa94cebd9;400;2;2;0
242c100d-c94f-871b-6d72-15b868a875f8;M;1;25;e2c420d9-28d4-bf8c-e0ff-2ec19b371514;307;1;1;1
f4be0027-9ee2-e0a5-3eaf-daa94a151e2c;F;0;38;3295c76a-cbf4-caae-d33c-36b1b5fc2cb1;342;2;1;1
9c01802d-db98-1e6b-cfbe-c0f0516b8e35;F;4;31;202cb962-ac59-075b-964b-07152d234b70;546;1;1;1
2a79ea27-c279-e471-f4d1-80b08d62b00a;F;0;23;ea5d2f1c-4608-232e-07d3-aa3d998e5135;131;2;1;1
9b698eb3-105b-d825-28f2-3d0c92dedfc0;M;1;36;9bf31c7f-f062-936a-96d3-c8bd1f8f2ff3;289;1;1;1
9dcb88e0-1376-4959-0b75-5372b040afad;F;3;47;c20ad4d7-6fe9-7759-aa27-a0c99bff6710;960;1;2;0
bac9162b-47c5-6fc8-a4d2-a519803d51b3;F;6;32;c74d97b0-1eae-257e-44aa-9d5bade97baf;253;2;1;0
405e2890-6322-882c-5be9-b4b27f4c35fd;F;6;34;6512bd43-d9ca-a6e0-2c99-0b0a82652dca;395;2;2;0
0c0a7566-915f-4f24-853f-c4192689aa7e;M;7;31;fe9fc289-c3ff-0af1-42b6-d3bead98a923;1111;2;0;1
32072254-9d17-51cf-3f24-7855f937b982;M;3;31;c74d97b0-1eae-257e-44aa-9d5bade97baf;350;1;1;0
7a674153-c63c-ff1a-d7f0-e261c369ab2c;F;3;24;70efdf2e-c9b0-8607-9795-c442636b55fb;827;1;2;1
06d5ae10-5ea1-bea4-d800-bc96491876e9;F;6;30;1f0e3dad-9990-8345-f743-9f8ffabdffc4;338;1;1;0
a597e505-02f5-ff68-e3e2-5b9114205d4a;M;1;42;a684ecee-e76f-c522-7732-86a895bc8436;63;2;2;1
e21e4e58-ad9a-b56e-8a46-34046da90113;F;3;23;c45147de-e729-311e-f5b5-c3003946c48f;272;2;2;0
228499b5-5310-264a-8ea0-e27b6e7c6ab6;F;0;27;03afdbd6-6e79-29b1-25f8-597834fa83a4;80;1;1;1
ab2b41c6-3853-f0a6-51ba-9fbf502b0cd8;F;0;27;3c59dc04-8e88-5024-3be8-079a5c74d079;140;2;1;1
2a34abd6-ebbd-7fcf-5a44-21229c946c0a;M;4;25;d67d8ab4-f4c1-0bf2-2aa3-53e27879133c;698;2;2;1
cdf1e288-ca02-272e-717c-9d5e4cb180bd;M;0;24;aab32389-22bc-c25a-6f60-6eb525ffdc56;505;2;1;1
e46de7e1-bcaa-ced9-a54f-1e9d0d2f800d;M;2;29;28dd2c79-55ce-9264-5624-0b2ff0100bde;400;2;0;1
56352739-f596-4354-0a3a-6e16985f62c7;F;6;25;6974ce5a-c660-610b-44d9-b9fed0ff9548;1291;2;2;1
7d771e0e-8f36-33ab-5485-6925ecdefc5d;M;5;30;d67d8ab4-f4c1-0bf2-2aa3-53e27879133c;164;2;2;0
c4500821-2f7b-df6e-ab60-50c2a564435a;F;5;28;9a115815-4dfa-42ca-ddbd-0694a4e9bdc8;578;0;2;0
e655c771-6a4b-3ea6-7f48-c6322fc42ed6;F;0;37;c8ffe9a5-87b1-26f1-52ed-3d89a146b445;515;2;1;0
934b5358-00b1-cba8-f96a-5d72f72f1611;M;0;23;ed3d2c21-991e-3bef-5e06-9713af9fa6ca;245;0;0;0
ab1a4d0d-d4d4-8a2b-a107-7c4494791306;M;0;30;73278a4a-8696-0eeb-576a-8fd4c9ec6997;664;2;2;1
1afa34a7-f984-eeab-dbb0-a7d494132ee5;F;0;33;a3f390d8-8e4c-41f2-747b-fa2f1b5f87db;598;2;0;0
26505e04-9466-2534-f633-586941b77d0c;F;2;42;c51ce410-c124-a10e-0db5-e4b97fc2af39;290;1;1;1
9d268236-7c39-35de-fcb1-f9e247a97c0d;F;0;34;5f93f983-524d-ef3d-ca46-4469d2cf9f3e;54;2;1;1
1373b284-bc38-1890-049e-92d324f56de0;M;0;42;3295c76a-cbf4-caae-d33c-36b1b5fc2cb1;67;1;1;1
43baa676-2fa8-1bb4-3b39-c62553b2970d;F;6;35;c8ffe9a5-87b1-26f1-52ed-3d89a146b445;163;1;1;1
046ddf96-c233-a273-fd39-0c3d0b1a9aa4;F;6;30;cfcd2084-95d5-65ef-66e7-dff9f98764da;132;2;1;1
68264bdb-65b9-7eea-e678-8aa3348e553c;M;1;36;66f041e1-6a60-928b-05a7-e228a89c3799;332;0;0;1
761c7920-f470-038d-4c8a-619c79eddd62;M;4;22;c81e728d-9d4c-2f63-6f06-7f89cc14862c;447;2;2;1
cb8acb1d-c982-1bf7-4e6c-a9068032d623;F;1;31;92cc2275-32d1-7e56-e079-02b254dfad10;1;2;2;1
6c8349cc-7260-ae62-e3b1-396831a8398f;M;4;44;19ca14e7-ea63-28a4-2e0e-b13d585e4c22;1107;0;1;1
95f8d990-1ca8-878e-2915-52f001f67692;F;7;33;c74d97b0-1eae-257e-44aa-9d5bade97baf;224;2;1;0
08fe2621-d8e7-16b0-2ec0-da35256a998d;F;0;33;7647966b-7343-c290-4867-3252e490f736;637;1;2;1
faacbcd5-bf1d-0189-12c1-16bf2783e9a1;M;1;30;93db85ed-909c-1383-8ff9-5ccfa94cebd9;673;2;2;1
dd28e506-3503-8e9c-f3a6-48c2dd17ad0a;F;2;36;2838023a-778d-faec-dc21-2708f721b788;618;2;2;0
d81f9c1b-e2e0-8964-bf9f-24b15f0e4900;M;4;33;ad61ab14-3223-efbc-24c7-d2583be69251;565;1;2;1
7634ea65-a4e6-d904-1cfd-3f7de18e334a;M;3;34;ec895663-7a99-787b-d197-eacd77acce5e;89;2;1;0
26f5bd4a-a64f-dadf-9615-2ca6e6408068;F;5;41;f7177163-c833-dff4-b38f-c8d2872f1ec6;1090;2;1;0
dc82d632-c9fc-ecb0-778a-fbc7924494a6;M;1;25;aab32389-22bc-c25a-6f60-6eb525ffdc56;670;2;1;1
9cfdf10e-8fc0-47a4-4b08-ed031e1f0ed1;M;7;39;182be0c5-cdcd-5072-bb18-64cdee4d3d6e;126;1;2;1
bd0cc810-b580-b358-84bd-9df37c0e8b0f;F;1;37;1ff1de77-4005-f8da-13f4-2943881c655f;1085;2;2;1
c2aee861-57b4-a40b-7813-2f1e71a9e6f1;M;5;46;6364d3f0-f495-b6ab-9dcf-8d3b5c6e0b01;361;1;0;1
4f4adcbf-8c6f-66dc-fc8a-3282ac2bf10a;F;1;46;ad61ab14-3223-efbc-24c7-d2583be69251;1522;1;2;0
8a1e808b-55fd-e945-5cb3-d8857ed88389;M;2;40;ed3d2c21-991e-3bef-5e06-9713af9fa6ca;952;1;0;0
0eec27c4-19d0-fe24-e53c-90338cdc8bc6;F;6;31;5ef05993-8ba7-99aa-a845-e1c2e8a762bd;944;0;2;0
e7061188-3d27-60c8-bbaf-b4acb29e3446;F;5;25;45c48cce-2e2d-7fbd-ea1a-fc51c7c6ad26;365;2;2;1
9dfcd5e5-58df-a04a-af37-f137a1d9d3e5;F;0;36;c20ad4d7-6fe9-7759-aa27-a0c99bff6710;95;1;2;0
5fd0b37c-d7db-bb00-f97b-a6ce92bf5add;M;4;27;ad61ab14-3223-efbc-24c7-d2583be69251;229;1;2;1
45fbc6d3-e05e-bd93-369c-e542e8f2322d;M;1;29;2723d092-b638-85e0-d7c2-60cc007e8b9d;205;2;0;1
e44fea3b-ec53-bcea-3b75-13ccef5857ac;F;0;37;a684ecee-e76f-c522-7732-86a895bc8436;216;2;2;0
34173cb3-8f07-f89d-dbeb-c2ac9128303f;M;4;35;07e1cd7d-ca89-a167-8042-477183b7ac3f;544;1;2;1
2d2ca7ee-df73-9ef4-c380-0713ec482e1a;F;2;32;e369853d-f766-fa44-e1ed-0ff613f563bd;354;2;2;0
3644a684-f98e-a8fe-223c-713b77189a77;F;4;24;c20ad4d7-6fe9-7759-aa27-a0c99bff6710;22;2;2;1
3b5dca50-1ee1-e6d8-cd7b-905f4e1bf723;F;1;30;76dc611d-6eba-afc6-6cc0-879c71b5db5c;36;2;0;1
142949df-56ea-8ae0-be8b-5306971900a4;F;6;30;ea5d2f1c-4608-232e-07d3-aa3d998e5135;250;2;1;0
e1314fc0-26da-60d8-3735-3d20aefaf054;F;4;51;6c8349cc-7260-ae62-e3b1-396831a8398f;354;2;2;0
ea5d2f1c-4608-232e-07d3-aa3d998e5135;F;1;31;a0a080f4-2e6f-13b3-a2df-133f073095dd;581;2;1;0
806fec5a-f7f5-b48b-8a31-a003e171f3fb;F;1;43;14bfa6bb-1487-5e45-bba0-28a21ed38046;190;2;2;1
36d75342-9061-0d9b-7e9a-bed244dd2f28;M;1;25;812b4ba2-87f5-ee0b-c9d4-3bbf5bbe87fb;148;1;2;0
14d9e800-7c9b-41f5-7891-c48e07c23f57;M;5;35;9b861925-1a19-057c-ff70-779273e95aa6;175;1;2;1
269d837a-fada-308d-d4ae-ab28ca2d57e4;F;5;30;7f6ffaa6-bb0b-4080-17b6-2254211691b5;310;2;2;0
e9b73bcc-d176-2555-582b-513ff9d02492;M;2;31;a5bfc9e0-7964-f8dd-deb9-5fc584cd965d;465;1;0;0
02e656ad-ee09-f839-4b40-2d9958389b7d;F;1;29;c9e1074f-5b3f-9fc8-ea15-d152add07294;36;2;2;1
23d2e157-8544-b172-cca3-32ff74bddf5f;F;0;30;28dd2c79-55ce-9264-5624-0b2ff0100bde;339;1;0;1
229754d7-7991-6050-2a14-3a72f6789927;F;0;32;d82c8d16-19ad-8176-d665-453cfb2e55f0;1034;1;2;1
dc5c768b-5dc7-6a08-4531-934b34601977;M;0;27;45c48cce-2e2d-7fbd-ea1a-fc51c7c6ad26;922;2;2;1
9232fe81-225b-caef-853a-e32870a2b0fe;M;6;36;f7177163-c833-dff4-b38f-c8d2872f1ec6;145;2;1;0
00ac8ed3-b432-7bdd-4ebb-ebcb2ba10a00;M;0;29;812b4ba2-87f5-ee0b-c9d4-3bbf5bbe87fb;86;2;2;1
8d317bdc-f4aa-fcfc-2214-9d77babee96d;F;3;49;68d30a95-9472-8bc3-9aa2-4be94b319d21;548;2;1;1
24f0d2c9-0473-b2bc-949a-d962e61d9bcb;M;1;32;d1fe173d-08e9-5939-7adf-34b1d77e88d7;312;2;1;1
cdf1035c-34ec-3802-18a8-cc9a43d438f9;F;5;29;3c59dc04-8e88-5024-3be8-079a5c74d079;342;2;1;1
f1b6f285-7fb6-d44d-d73c-7041e0aa0f19;M;7;29;76dc611d-6eba-afc6-6cc0-879c71b5db5c;181;2;0;1
f516dfb8-4b90-51ed-85b8-9cdc3a8ab7f5;M;1;36;1679091c-5a88-0faf-6fb5-e6087eb1b2dc;917;2;0;1
44a2e080-4995-faf8-d2e3-b084a1e2db1d;F;3;28;2723d092-b638-85e0-d7c2-60cc007e8b9d;408;2;0;0
df12ecd0-77ef-c8c2-3881-028604dbb8cc;M;0;23;093f65e0-80a2-95f8-076b-1c5722a46aa2;58;1;1;1
647bba34-4396-e7c8-1709-02bcf2e15551;M;1;35;ec5decca-5ed3-d6b8-079e-2e7e7bacc9f2;1318;2;2;0
0fcbc61a-cd04-79dc-77e3-cccc0f5ffca7;F;7;31;b6d767d2-f8ed-5d21-a44b-0e5886680cb9;522;1;1;1
f197002b-9a08-53ec-a5e0-46d9ca4663d5;M;5;27;f4b9ec30-ad9f-68f8-9b29-639786cb62ef;785;1;2;1
0deb1c54-8143-05ca-9ad2-66f53bc82511;M;4;23;67c6a1e7-ce56-d3d6-fa74-8ab6d9af3fd7;67;1;2;1
fa83a11a-198d-5a7f-0bf7-7a1987bcd006;M;0;24;072b030b-a126-b2f4-b237-4f342be9ed44;126;2;1;1
185e65bc-4058-1880-c4f2-c82958de8cfe;M;2;36;d82c8d16-19ad-8176-d665-453cfb2e55f0;243;2;2;1
be6c7b09-4f88-532b-6c6b-35bbcd525ee8;M;4;25;ed3d2c21-991e-3bef-5e06-9713af9fa6ca;970;2;0;0
bca82e41-ee7b-0833-5883-99b1fcd177c7;M;0;27;9f61408e-3afb-633e-50cd-f1b20de6f466;535;2;0;0
8fb5f8be-2aa9-d6c6-4a04-e3ab9f63feee;M;2;30;2a38a4a9-316c-49e5-a833-517c45d31070;151;2;2;0
a7aeed74-7141-16f3-b292-a982238f83d2;M;0;24;f899139d-f5e1-0593-9643-1415e770c6dd;45;2;0;0
2321994d-85d6-61d7-9222-3f647000c65f;F;0;22;8f14e45f-ceea-167a-5a36-dedd4bea2543;652;2;2;0
fc9b003b-b003-a298-c2ad-0d05e4342bdc;M;0;44;093f65e0-80a2-95f8-076b-1c5722a46aa2;502;2;1;1
deb54ffb-41e0-85fd-7f69-a75b6359c989;F;3;33;f899139d-f5e1-0593-9643-1415e770c6dd;172;1;0;0
0c74b7f7-8409-a402-2a2c-4c5a5ca3ee19;M;0;22;1ff1de77-4005-f8da-13f4-2943881c655f;604;2;2;0
d282ef26-3719-ab84-2e05-382dc235f69e;M;3;24;698d51a1-9d8a-121c-e581-499d7b701668;59;2;1;1
a0161022-8fe9-98f5-15a7-2dd730294d87;F;0;41;ed3d2c21-991e-3bef-5e06-9713af9fa6ca;325;2;0;1
0a0a0c8a-aa00-ade5-0f74-a3f0ca981ed7;M;0;27;aab32389-22bc-c25a-6f60-6eb525ffdc56;687;1;1;0
7e7757b1-e12a-bcb7-36ab-9a754ffb617a;F;1;35;b6d767d2-f8ed-5d21-a44b-0e5886680cb9;712;2;1;1
bd5af7cd-922f-d260-3be4-ee3dc43b0b77;F;6;33;8613985e-c49e-b8f7-57ae-6439e879bb2a;162;2;1;0
5cbdfd0d-fa22-a3fc-a726-6376887f549b;F;2;24;698d51a1-9d8a-121c-e581-499d7b701668;320;1;1;1
008bd5ad-93b7-54d5-0033-8c253d9c1770;M;4;34;a0a080f4-2e6f-13b3-a2df-133f073095dd;46;1;1;0
1068c6e4-c805-1cfd-4e9e-a8072e3189e2;M;1;39;9bf31c7f-f062-936a-96d3-c8bd1f8f2ff3;371;1;1;1
3210ddbe-aa16-948a-702b-6049b8d9a202;F;2;44;44f683a8-4163-b352-3afe-57c2e008bc8c;605;0;2;0
a9813e95-50fe-e311-0373-c21fa012eee7;M;3;27;2a38a4a9-316c-49e5-a833-517c45d31070;434;2;2;1
b7b16ecf-8ca5-3723-5938-94116071700c;M;4;50;6c8349cc-7260-ae62-e3b1-396831a8398f;87;2;2;0
fae0b27c-451c-7288-67a5-67e8c1bb4e53;M;0;28;a0a080f4-2e6f-13b3-a2df-133f073095dd;111;1;1;0
7cc532d7-83a7-461f-227a-5da8ea80bfe1;F;1;37;35f4a8d4-65e6-e1ed-c05f-3d8ab658c551;887;2;1;1
069059b7-ef84-0f0c-74a8-14ec9237b6ec;F;5;30;812b4ba2-87f5-ee0b-c9d4-3bbf5bbe87fb;18;1;2;0
c51ce410-c124-a10e-0db5-e4b97fc2af39;M;0;32;b53b3a3d-6ab9-0ce0-2682-29151c9bde11;367;2;2;0
2d1b2a5f-f364-606f-f041-650887723470;M;4;34;c8ffe9a5-87b1-26f1-52ed-3d89a146b445;477;2;1;1
ea5a486c-712a-91e4-8443-cd802642223d;F;2;42;3416a75f-4cea-9109-507c-acd8e2f2aefc;114;2;2;0
fb2e2032-34df-6dee-1593-4e448ee88971;F;3;28;98dce83d-a57b-0395-e163-467c9dae521b;471;2;2;0
23ce1851-341e-c1fa-9e0c-259de10bf87c;M;1;26;7f39f831-7fbd-b198-8ef4-c628eba02591;377;2;1;0
3def184a-d8f4-755f-f269-862ea77393dd;M;2;31;7f6ffaa6-bb0b-4080-17b6-2254211691b5;391;2;2;1
26dd0dbc-6e3f-4c80-4374-9885523d6a25;M;3;46;f4b9ec30-ad9f-68f8-9b29-639786cb62ef;85;0;2;0
7503cfac-d120-53d3-09b6-bed5c89de212;F;6;29;8e296a06-7a37-5633-70de-d05f5a3bf3ec;693;1;2;0
5ca3e9b1-22f6-1f8f-0649-4c97b1afccf3;M;4;30;c9e1074f-5b3f-9fc8-ea15-d152add07294;259;2;2;1
b2eb7349-0357-5495-3b57-a32e2841bda5;F;3;43;17e62166-fc85-86df-a4d1-bc0e1742c08b;374;2;2;1
0e01938f-c48a-2cfb-5f22-17fbfb00722d;F;0;32;ac627ab1-ccbd-b62e-c96e-702f07f6425b;224;2;1;1
fb508ef0-74ee-78a0-e58c-68be06d8a2eb;F;6;39;02e74f10-e032-7ad8-68d1-38f2b4fdd6f0;339;2;2;1
d2a27e83-d429-f0dc-ae6b-937cf440aeb1;M;4;41;c45147de-e729-311e-f5b5-c3003946c48f;22;1;2;0
e58aea67-b01f-a747-687f-038dfde066f6;F;0;22;6974ce5a-c660-610b-44d9-b9fed0ff9548;214;1;2;0
5ef0b4eb-a35a-b2d6-180b-0bca7e46b6f9;F;7;39;7647966b-7343-c290-4867-3252e490f736;605;2;2;1
